Aleph system no.,Author_reconciliation_status,Author_Wikidata_label,Author_Wikidata_QID,Other_authors_structure,Other_personal_authors_clean,Author_review_status,Author_death_year,Author_birth_year,Author_name_clean,Title_clean,Country code,Language code (008),Language code (041),DDC,Personal author,Corporate author,Title,Edition,Imprint,Imprint_clean,Place_after_colon,Publisher_candidate,Publisher_standardised,Publisher_clean,Publisher_role,Place_before_colon,Publication_place_final,Place_QA_status,Place_for_Wikidata,Wikidata_QID_manual_sample,Publication_place,Publication_place_standardised,Year_end,Year_start,Year_status,Publication_year,Series,Subjects,Other personal authors,Other corporate authors,DOM ID,Type,Genre
014622758,none,,,,,unchanged,,,"BUMSTEAD, George.","The Greatest? Jubilee?? Song!!!??? Composed by me, G. B. (G. Bumstead), this present year 1887, and many to follow, I hope and trust!!!.",|||,und,,,"BUMSTEAD, George.",,"The Greatest? Jubilee?? Song!!!??? Composed by me, G. B. (G. Bumstead), this present year 1887, and many to follow, I hope and trust!!!. [electronic resource]",,"Diss, [1887.]","Diss, [1887.]",,,,,Missing,Diss,Diss,Likely clean single place,Diss,,Diss,Diss,,1887,Supplied,1887,,,,,lsidyv3943276d,song,Music
014622782,none,,,,,unchanged,,,"COLE, John, of Scarborough.","Bibliotheca Coleiana: a catalogue of the collection of books, the private property of John Cole. [By J. Cole.]",|||,eng,,,"COLE, John, of Scarborough.",,"Bibliotheca Coleiana: a catalogue of the collection of books, the private property of John Cole. [By J. Cole.] [electronic resource]",,"Scarborough : John Cole, 1829.","Scarborough : John Cole, 1829.",John Cole,John Cole,John Cole,John Cole,Named publisher or ambiguous,Scarborough,Scarborough,Likely clean single place,Scarborough,,Scarborough,Scarborough,,1829,Exact,1829,,,,,lsidyv393cfa4a,opera,Music
014622985,none,,,single or unclear,"COOPER, Anthony Ashley, 1st Earl of Shaftesbury.",unchanged,,,"TORY, Timothy, pseud.","Sejanus: or the Popular Favourite, now in his solitude and sufferings. Written for the consolation of E. S. [i.e. A. A. Cooper, 1st Earl of Shaftesbury] the famous Bromigen Protestant in bonds ... for the Good Old Cause ... By Timothy Tory. [In verse.]",|||,und,,,"TORY, Timothy, pseud.",,"Sejanus: or the Popular Favourite, now in his solitude and sufferings. Written for the consolation of E. S. [i.e. A. A. Cooper, 1st Earl of Shaftesbury] the famous Bromigen Protestant in bonds ... for the Good Old Cause ... By Timothy Tory. [In verse.] [electronic resource]",,"London : Smith, etc., [1681.].","London : Smith, etc., [1681.].","Smith, etc.","Smith, etc.","Smith, etc.","Smith, etc.",Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1681,Supplied,1681,,,"COOPER, Anthony Ashley, 1st Earl of Shaftesbury.",,lsidyv39434d9f,opera,Music
014622986,matched,William Toynbee,Q15984434,,,unchanged,,,"TOYNBEE, William.",Song-Words.,|||,und,,,"TOYNBEE, William.",,Song-Words. [electronic resource],,"pp. lvii. Simpkin, Marshall & Co.: London, [1888.]","pp. lvii. Simpkin, Marshall & Co. : London, [1888.]",London,London,London,London,Named publisher or ambiguous,"pp. lvii. Simpkin, Marshall & Co.","pp. lvii. Simpkin, Marshall & Co.",Multiple places,"pp. lvii. Simpkin, Marshall & Co.",,London,London,,1888,Supplied,1888,,,,,lsidyv39444fdc,song,Music
014622995,blank,,,,,missing,,,,"[A conversation between William and James, at a country wake: very proper to be read by all persons who go to fairs, wakes, and races.]",|||,und,,,,,"[A conversation between William and James, at a country wake: very proper to be read by all persons who go to fairs, wakes, and races.] [electronic resource]",[Another edition.],"London, [1820?]","London, [1820?]",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1820,Uncertain,1820,,,,,lsidyv39431f5a,opera,Music
014628746,none,,,,,unchanged,,,"ASHWORTH, John H. E.",Leonore. A comic opera in three acts. The libretto and music by J. H. E. Ashworth.,|||,und,,,"ASHWORTH, John H. E.",,Leonore. A comic opera in three acts. The libretto and music by J. H. E. Ashworth. [electronic resource],,"London : Dunlop & Co., [1893.].","London : Dunlop & Co., [1893.].",Dunlop & Co.,Dunlop & Co.,Dunlop & Co.,Dunlop & Co.,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1893,Supplied,1893,,,,,lsidyv318c40c9,opera,Music
014628749,blank,,,multiple: dash,"Buckstone, John Baldwin, 1802-1879. -- DORRINGTON, W.",missing,,,,"The Babes in the Wood; or, Harlequin and the Cruel Uncle. A ... pantomime, founded on the ancient ballad ... The opening story written by the author of ... “The Three Bears,” “Little Bo-peep” [J. B. Buckstone?] ... The harlequinade ... by Mr. W. Dorrington. First performed at the Theatre Royal, Haymarket, on Friday, December 26th, 1856.",|||,und,,,,,"The Babes in the Wood; or, Harlequin and the Cruel Uncle. A ... pantomime, founded on the ancient ballad ... The opening story written by the author of ... “The Three Bears,” “Little Bo-peep” [J. B. Buckstone?] ... The harlequinade ... by Mr. W. Dorrington. First performed at the Theatre Royal, Haymarket, on Friday, December 26th, 1856. [electronic resource]",,"London : W. S. Johnson, 1856.","London : W. S. Johnson, 1856.",W. S. Johnson,W. S. Johnson,W. S. Johnson,W. S. Johnson,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1856,Exact,1856,,,"Buckstone, John Baldwin, 1802-1879. -- DORRINGTON, W.",,lsidyv3992bf9f,pantomime,Music
014628752,none,,,,,unchanged,,,"BATES, W., Writer of Pantomimes.","Gil Blas, or the Fool of Fortune. A ... pantomimic entertainment in two parts, etc.",|||,und,,,"BATES, W., Writer of Pantomimes.",,"Gil Blas, or the Fool of Fortune. A ... pantomimic entertainment in two parts, etc. [electronic resource]",,"London : W. Bates, [1788.].","London : W. Bates, [1788.].",W. Bates,W. Bates,W. Bates,W. Bates,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1788,Supplied,1788,,,,,lsidyv317b6f2e,pantomime,Music
014628753,none,,,,,unchanged,,,"BATES, W., Writer of Pantomimes.","Harlequin Mungo, or a Peep into the Tower: a ... pantomimical entertainment, in two acts, etc.",|||,und,,,"BATES, W., Writer of Pantomimes.",,"Harlequin Mungo, or a Peep into the Tower: a ... pantomimical entertainment, in two acts, etc. [electronic resource]",,"London : J. Griffith, [1788.].","London : J. Griffith, [1788.].",J. Griffith,J. Griffith,J. Griffith,J. Griffith,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1788,Supplied,1788,,,,,lsidyv3953126a,pantomime,Music
014628767,none,,,,,unchanged,,,"Bridgman, Cunningham V.","He Stoops to Win. Operetta in one act, etc.",|||,und,,,"Bridgman, Cunningham V.",,"He Stoops to Win. Operetta in one act, etc. [electronic resource]",,"London : R. Cocks & Co., [1892.].","London : R. Cocks & Co., [1892.].",R. Cocks & Co.,R. Cocks & Co.,R. Cocks & Co.,R. Cocks & Co.,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1892,Supplied,1892,,,,,lsidyv31894304,opera,Music
014628774,blank,,,single or unclear,"ROSS, Charles Archibald.",missing,,,,A Bundle of Sonnets. Based on the Italian model ... By the author of “Sonnet and Song” [i.e. Charles Archibald Ross].,|||,und,,,,,A Bundle of Sonnets. Based on the Italian model ... By the author of “Sonnet and Song” [i.e. Charles Archibald Ross]. [electronic resource],,"pp. 31. S. Harper & Sons: Barnstaple, 1899.","pp. 31. S. Harper & Sons : Barnstaple, 1899.",Barnstaple,Barnstaple,Barnstaple,Barnstaple,Named publisher or ambiguous,pp. 31. S. Harper & Sons,pp. 31. S. Harper & Sons,Multiple places,pp. 31. S. Harper & Sons,,Barnstaple,Barnstaple,,1899,Exact,1899,,,"ROSS, Charles Archibald.",,lsidyv319db329,song,Music
014628775,matched,Alfred Bunn,Q4722386,,,unchanged,,,"BUNN, Alfred.",[The Bohemian Girl. An opera in three acts ... The songs by A. Bunn.],|||,und,,,"BUNN, Alfred.",,[The Bohemian Girl. An opera in three acts ... The songs by A. Bunn.] [electronic resource],[Another edition.],"London : Boosey & Co., [1890.].","London : Boosey & Co., [1890.].",Boosey & Co.,Boosey & Co.,Boosey & Co.,Boosey & Co.,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1890,Supplied,1890,,,,,lsidyv318490a1,opera,Music
014628780,blank,,,multiple: dash,"BANNISTER, John, Actor. -- LEWES, Charles Lee, Comedian.",missing,,,,"The Catch Club: a collection of all the songs, catches, glees, duets, &c. as sung by Mr. Bannister, Mr. Arrowsmith [and others] ... at the Royalty Theatre ... To which is added, Hippesley's Drunken-Man, as altered and spoken by Mr. Lee Lewes. (Third edition: with additions.).",|||,und,,,,,"The Catch Club: a collection of all the songs, catches, glees, duets, &c. as sung by Mr. Bannister, Mr. Arrowsmith [and others] ... at the Royalty Theatre ... To which is added, Hippesley's Drunken-Man, as altered and spoken by Mr. Lee Lewes. (Third edition: with additions.). [electronic resource]",,"London : J. Griffith, [1787?].","London : J. Griffith, [1787?].",J. Griffith,J. Griffith,J. Griffith,J. Griffith,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1787,Uncertain,1787,,,"BANNISTER, John, Actor. -- LEWES, Charles Lee, Comedian.",,lsidyv31a92fc6,song,Music
014628793,none,,,single or unclear,"LAWTON, Vaughan.",unchanged,,,"COURT, Norman.","Rosalie; or, In days of old. An original comic opera, in three acts, etc.",|||,und,,,"COURT, Norman.",,"Rosalie; or, In days of old. An original comic opera, in three acts, etc. [electronic resource]",,[1896.],[1896.],,,,,Missing,,,Missing,,,,,,1896,Supplied,1896,,,"LAWTON, Vaughan.",,lsidyv3985e829,opera,Music
014628797,none,,,,,unchanged,,,"CUBITT, Sydney.","An Entirely New & Original Comic Opera, in two acts, entitled, The Competitors, or, the Nymph of Nozenaro, etc.",|||,und,,,"CUBITT, Sydney.",,"An Entirely New & Original Comic Opera, in two acts, entitled, The Competitors, or, the Nymph of Nozenaro, etc. [electronic resource]",,"Stroud : John White, [1893.].","Stroud : John White, [1893.].",John White,John White,John White,John White,Named publisher or ambiguous,Stroud,Stroud,Likely clean single place,Stroud,,Stroud,Stroud,,1893,Supplied,1893,,,,,lsidyv318e28ab,opera,Music
014628805,none,,,,,unchanged,,,"Dorisi, Lisa.",Preciosita; operetta in one act [and in prose with songs].,|||,und,,,"Dorisi, Lisa.",,Preciosita; operetta in one act [and in prose with songs]. [electronic resource],,"London : Doremi & Co., [1894.].","London : Doremi & Co., [1894.].",Doremi & Co.,Doremi & Co.,Doremi & Co.,Doremi & Co.,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1894,Supplied,1894,,,,,lsidyv32cb76c6,opera,Music
014628806,blank,,,,,missing,,,,"Easter Bells. [Sacred songs illustrated by F. H. Jackson, etc.]",|||,und,,,,,"Easter Bells. [Sacred songs illustrated by F. H. Jackson, etc.] [electronic resource]",,"London : Griffith, Farran & Co., 1889.","London : Griffith, Farran & Co., 1889.","Griffith, Farran & Co.","Griffith, Farran & Co.","Griffith, Farran & Co.","Griffith, Farran & Co.",Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1889,Exact,1889,,,,,lsidyv30666d48,song,Music
014628807,blank,,,,,missing,,,,"Songs, duets, etc., etc. in the new opera called the Election.",|||,und,,,,,"Songs, duets, etc., etc. in the new opera called the Election. [electronic resource]",,"London, 1817.","London, 1817.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1817,Exact,1817,,,,,lsidyv398469fc,opera,Music
014628831,unreconciled,,,,,unchanged,,,"Goodfellow, Robin.","Songs, Choruses, &c. in a ... fairy ballad opera entitled Robin Goodfellow, etc.",|||,und,,,"Goodfellow, Robin.",,"Songs, Choruses, &c. in a ... fairy ballad opera entitled Robin Goodfellow, etc. [electronic resource]",,"London, [1848?]","London, [1848?]",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1848,Uncertain,1848,,,,,lsidyv39910bf1,opera,Music
014628834,matched,Harry Greenbank,Q5669257,,,unchanged,,,"Greenbank, Harry.","An Artist's Model, a comedy with music [in two acts and in prose with songs]. By Owen Hall ... Lyrics by H. Greenbank. [Words of songs only.]",|||,und,,,"Greenbank, Harry.",,"An Artist's Model, a comedy with music [in two acts and in prose with songs]. By Owen Hall ... Lyrics by H. Greenbank. [Words of songs only.] [electronic resource]",,"London : Hopwood & Crew, [1895.].","London : Hopwood & Crew, [1895.].",Hopwood & Crew,Hopwood & Crew,Hopwood & Crew,Hopwood & Crew,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1895,Supplied,1895,,,,,lsidyv398569ea,song,Music
014628845,matched,George Holyoake,Q719365,single or unclear,"STORR, John Stephens.",unchanged,,,"HOLYOAKE, George Jacob.",Against Clandestine Commissions. Mainly in the interest of co-operative societies. [With a letter by John S. Storr upon frauds by fiduciary agents.],|||,und,,,"HOLYOAKE, George Jacob.",,Against Clandestine Commissions. Mainly in the interest of co-operative societies. [With a letter by John S. Storr upon frauds by fiduciary agents.] [electronic resource],,"London : Gay & Bird, 1899.","London : Gay & Bird, 1899.",Gay & Bird,Gay & Bird,Gay & Bird,Gay & Bird,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1899,Exact,1899,,,"STORR, John Stephens.",,lsidyv31863666,opera,Music
014628847,matched,George Holyoake,Q719365,,,unchanged,,,"HOLYOAKE, George Jacob.",Essentials of Co-operative Education.,|||,und,,,"HOLYOAKE, George Jacob.",,Essentials of Co-operative Education. [electronic resource],,"London : Labour Association, [1898.].","London : Labour Association, [1898.].",Labour Association,Labour Association,Labour Association,Labour Association,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1898,Supplied,1898,,,,,lsidyv3186c363,opera,Music
014628860,blank,,,,,missing,,,,"Songs, choruses, &c. which are introduced in the new Entertainment of the Jubilee. [By D. Garrick.]",|||,und,,,,,"Songs, choruses, &c. which are introduced in the new Entertainment of the Jubilee. [By D. Garrick.] [electronic resource]",,"London, 1778.","London, 1778.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1778,Exact,1778,,,,,lsidyv3962b0ea,song,Music
014628861,matched,John Keble,Q955187,single or unclear,"Keble, John, 1792-1866",standardised,1866,1792,"Keble, John","Evening. [A hymn, from the “Christian Year.”] ... Illustrated.",|||,und,,,"Keble, John, 1792-1866",,"Evening. [A hymn, from the “Christian Year.”] ... Illustrated. [electronic resource]",,"London : Griffith & Farran, [1883.].","London : Griffith & Farran, [1883.].",Griffith & Farran,Griffith & Farran,Griffith & Farran,Griffith & Farran,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1883,Supplied,1883,,,"Keble, John, 1792-1866",,lsidyv3071dfd7,hymn,Music
014628867,none,,,single or unclear,"JESSOP, George H.",unchanged,,,"LE FANU, Joseph Sheridan.",Shamus O'Brien. A story of Ireland a hundred years ago. A romantic comic opera in two acts; founded on the poem by J. S. Le Fanu. Book by G. H. Jessop.,|||,und,,,"LE FANU, Joseph Sheridan.",,Shamus O'Brien. A story of Ireland a hundred years ago. A romantic comic opera in two acts; founded on the poem by J. S. Le Fanu. Book by G. H. Jessop. [electronic resource],,"London : Boosey & Co., 1896.","London : Boosey & Co., 1896.",Boosey & Co.,Boosey & Co.,Boosey & Co.,Boosey & Co.,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1896,Exact,1896,,,"JESSOP, George H.",,lsidyv39865705,opera,Music
014628874,blank,,,single or unclear,"COLMAN, George, the Younger.",missing,,,,"[Love Laughs at Locksmiths: a comic opera: in two acts, etc. [By George Colman, the Younger.]]",|||,und,,,,,"[Love Laughs at Locksmiths: a comic opera: in two acts, etc. [By George Colman, the Younger.]] [electronic resource]",[Another edition.],"London : J. Cawthorn; James Cawthorn, 1808.","London : J. Cawthorn; James Cawthorn, 1808.",J. Cawthorn; James Cawthorn,J. Cawthorn; James Cawthorn,J. Cawthorn; James Cawthorn,J. Cawthorn; James Cawthorn,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1808,Exact,1808,,,"COLMAN, George, the Younger.",,lsidyv39528128,opera,Music
014628879,none,,,,,unchanged,,,"LYON, H., of Rugby?.","The Puppets of Pancratia; or, the King's Comic Opera, etc.",|||,und,,,"LYON, H., of Rugby?.",,"The Puppets of Pancratia; or, the King's Comic Opera, etc. [electronic resource]",,"Rugby : G. E. Over, 1896.","Rugby : G. E. Over, 1896.",G. E. Over,G. E. Over,G. E. Over,G. E. Over,Named publisher or ambiguous,Rugby,Rugby,Likely clean single place,Rugby,,Rugby,Rugby,,1896,Exact,1896,,,,,lsidyv39869f08,opera,Music
014628881,matched,John Ross Macduff,Q6255714,single or unclear,"MACDUFF, A. S., Miss.",unchanged,,,"MACDUFF, John Ross.","The Chorus of Creation; or varied chante of the great Hymn of Nature. Selected and with an introduction and verses by J. R. Macduff, D.D. Edited by ... A. S. Macduff. With illustrations, etc.",|||,und,,,"MACDUFF, John Ross.",,"The Chorus of Creation; or varied chante of the great Hymn of Nature. Selected and with an introduction and verses by J. R. Macduff, D.D. Edited by ... A. S. Macduff. With illustrations, etc. [electronic resource]",,"pp. 40. Hodder & Stoughton: London, [1900.]","pp. 40. Hodder & Stoughton : London, [1900.]",London,London,London,London,Named publisher or ambiguous,pp. 40. Hodder & Stoughton,pp. 40. Hodder & Stoughton,Multiple places,pp. 40. Hodder & Stoughton,,pp. 40. Hodder & Stoughton,pp. 40. Hodder & Stoughton,,1900,Supplied,1900,,,"MACDUFF, A. S., Miss.",,lsidyv31a89ce9,hymn,Music
014628887,matched,Ellen Huntly Bullard Mason,Q24206000,,,unchanged,,,"Mason, Ellen Huntly Bullard.","A song of the famine, etc.",br ,eng,,,"Mason, Ellen Huntly Bullard.",,"A song of the famine, etc. [electronic resource]",,"Rangoon, [1874]","Rangoon, [1874]",,,,,Missing,Rangoon,Rangoon,Likely clean single place,Rangoon,,Rangoon,Rangoon,,1874,Supplied,1874,,,,,lsidyv398f1885,song,Music
014628893,none,,,,,unchanged,,,"O'NEILL, Moira, pseud. [i.e. Nesta Higginson, afterwards Skrine.]",Songs of the Glens of Antrim.,|||,und,,,"O'NEILL, Moira, pseud. [i.e. Nesta Higginson, afterwards Skrine.]",,Songs of the Glens of Antrim. [electronic resource],,"pp. x. 61. W. Blackwood & Sons: Edinburgh & London, 1900.","pp. x. 61. W. Blackwood & Sons : Edinburgh & London, 1900.",Edinburgh & London,Edinburgh & London,Edinburgh & London,Edinburgh & London,Named publisher or ambiguous,pp. x. 61. W. Blackwood & Sons,pp. x. 61. W. Blackwood & Sons,Multiple places,pp. x. 61. W. Blackwood & Sons,,Edinburgh & London,Edinburgh & London,,1900,Exact,1900,,,,,lsidyv3146deda,song,Music
